variable,variable_name,soil_property_description,model_name,model_description,spectra_type,subset,geo,version,model_path,model_summary,model_scatterplot,model_url,pca_model_mir,pca_model_visnir
ph.cacl2_usda.a481_index,"pH, 1:2 Soil-CaCl2 Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:2 Soil-CaCl2 Suspension (index)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:2 Soil-CaCl2 Suspension (index)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.cacl2_usda.a481_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..k.ext_usda.a725_cmolc.kg,"Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Potassium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..k.ext_usda.a725_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.a725_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",nir.neospectra,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..mg.ext_usda.a724_cmolc.kg,"Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Magnesium, Extractable, NH4OAc, 2M KCl displacement (cmolc.kg)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..mg.ext_usda.a724_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..mg.ext_usda.a724_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",nir.neospectra,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",nir.neospectra_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",nir.neospectra,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.nir.neospectra_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/nir.neospectra_mlr..eml_ossl_na_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",visnir.mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",visnir.mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/visnir.mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Calcium, Extractable, NH4OAc (cmolc.kg)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Calcium, Extractable, NH4OAc (cmolc.kg)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..ca.ext_usda.a722_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ca.ext_usda.a722_cmolc.kg/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
acidity_usda.a795_cmolc.kg,"Acidity, BaCl2-TEA Extractable, pH 8.2 (cmolc.kg)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Acidity, BaCl2-TEA Extractable, pH 8.2 (cmolc.kg)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Acidity, BaCl2-TEA Extractable, pH 8.2 (cmolc.kg)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/acidity_usda.a795_cmolc.kg,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/acidity_usda.a795_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/acidity_usda.a795_cmolc.kg/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/acidity_usda.a795_cmolc.kg/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
